	idx	parents_id	title	type	definition	corpus	grade
4148	4148	[]	圆与方程	3	null	[]	['其他']
4149	4149	[]	圆与组合图形	3	null	[]	['其他']
4150	4150	[]	圆为方问题	3	null	[]	['其他']
4154	4154	[]	圆排列	3	null	[]	['其他']
4155	4155	[]	圆方程的综合应用	3	null	[]	['其他']
4156	4156	[]	圆柱的侧面积、表面积和体积	3	null	[]	['其他']
4157	4157	[]	圆柱的展开图	3	null	[]	['其他']
4158	4158	[]	圆柱的特征	3	null	[]	['其他']
4159	4159	[]	圆柱，圆锥，球体	3	null	[]	['其他']
4160	4160	[]	圆的切线的判定定理的证明	3	null	[]	['其他']
4161	4161	[]	圆的切线的性质定理的证明	3	null	[]	['其他']
4162	4162	[]	圆的定义	3	null	[]	['其他']
4163	4163	[]	圆的定义（认识）和圆周率	3	null	[]	['其他']
4164	4164	[]	圆的幂和根轴	3	null	[]	['其他']
4165	4165	[]	圆的认识与圆周率	3	null	[]	['其他']
4166	4166	[]	圆的面积	3	null	[]	['其他']
4167	4167	[]	圆锥侧面积和全面积	3	null	[]	['其他']
4168	4168	[]	圆锥曲线与平面向量	3	null	[]	['其他']
4169	4169	[]	圆锥曲线与方程	3	null	[]	['其他']
4170	4170	[]	圆锥曲线的共同特征	3	null	[]	['其他']
4171	4171	[]	圆锥曲线的切线和法线	3	null	[]	['其他']
4172	4172	[]	圆锥曲线的存在性问题	3	null	[]	['其他']
4173	4173	[]	圆锥曲线的定值问题	3	null	[]	['其他']
4174	4174	[]	圆锥曲线的定点问题	3	null	[]	['其他']
4175	4175	[]	圆锥曲线的实际背景及作用	3	null	[]	['其他']
4176	4176	[]	圆锥曲线的对称性问题	3	null	[]	['其他']
4177	4177	[]	圆锥曲线的最值问题	3	null	[]	['其他']
4178	4178	[]	圆锥曲线的综合	3	null	[]	['其他']
4179	4179	[]	圆锥曲线的范围问题	3	null	[]	['其他']
4180	4180	[]	圆锥曲线的轨迹问题	3	null	[]	['其他']
4181	4181	[]	圆锥的体积	3	null	[]	['其他']
4182	4182	[]	圆锥的特征	3	null	[]	['其他']
4183	4183	[]	在平面图上标出物体的位置	3	null	[]	['其他']
4184	4184	[]	坐标与图形变换——平移	3	null	[]	['其他']
4185	4185	[]	坐标与图形变换——旋转	3	null	[]	['其他']
4186	4186	[]	坐标系与参数方程	3	null	[]	['其他']
4187	4187	[]	坐标系的作用	3	null	[]	['其他']
4188	4188	[]	坐标系的选择及意义	3	null	[]	['其他']
4189	4189	[]	垂直与平行的特征及性质	3	null	[]	['其他']
4190	4190	[]	基本不等式在最值问题中的应用	3	null	[]	['其他']
4191	4191	[]	塞瓦定理	3	null	[]	['其他']
4192	4192	[]	填符号组算式	3	null	[]	['其他']
4193	4193	[]	复合三角函数的单调性	3	null	[]	['其他']
4194	4194	[]	复合命题的真假	3	null	[]	['其他']
4195	4195	[]	复式折线统计图	3	null	[]	['其他']
4196	4196	[]	复式的条形统计图	3	null	[]	['其他']
4197	4197	[]	复式统计表	3	null	[]	['其他']
4198	4198	[]	复数及其指数形式、三角形式	3	null	[]	['其他']
4199	4199	[]	复数求模	3	null	[]	['其他']
4200	4200	[]	复数的运算	3	null	[]	['其他']
4201	4201	[]	多元一次方程组	3	null	[]	['其他']
4202	4202	[]	多元函数的最值	3	null	[]	['其他']
4203	4203	[]	多峰的情形	3	null	[]	['其他']
4204	4204	[]	多次相遇问题	3	null	[]	['其他']
4205	4205	[]	多笔画定理	3	null	[]	['其他']
4206	4206	[]	多边形的内角和	3	null	[]	['其他']
4207	4207	[]	多面角及多面角的性质	3	null	[]	['其他']
4208	4208	[]	多项式的插值公式	3	null	[]	['其他']
4209	4209	[]	多项式的相等	3	null	[]	['其他']
4210	4210	[]	多项式的除法定理	3	null	[]	['其他']
4211	4211	[]	大数分解和公开密约	3	null	[]	['其他']
4212	4212	[]	奇偶函数图象的对称性	3	null	[]	['其他']
4213	4213	[]	奇偶性与单调性的综合	3	null	[]	['其他']
4214	4214	[]	奇偶性问题	3	null	[]	['其他']
4215	4215	[]	奇数与偶数	3	null	[]	['其他']
4216	4216	[]	奇阶幻方问题	3	null	[]	['其他']
4217	4217	[]	威尔逊定理及在素数判别中的应用	3	null	[]	['其他']
4218	4218	[]	子集与交集、并集运算的转换	3	null	[]	['其他']
4219	4219	[]	子集与真子集	3	null	[]	['其他']
4220	4220	[]	存款利息与纳税相关问题	3	null	[]	['其他']
4221	4221	[]	孙子定理	3	null	[]	['其他']
4222	4222	[]	孙子定理（中国剩余定理）	3	null	[]	['其他']
4223	4223	[]	完全剩余类	3	null	[]	['其他']
4224	4224	[]	定积分在求面积中的应用	3	null	[]	['其他']
4225	4225	[]	定积分的简单应用	3	null	[]	['其他']
4226	4226	[]	定积分的背景	3	null	[]	['其他']
4227	4227	[]	实系数多项式虚根成对定理	3	null	[]	['其他']
4228	4228	[]	实际推断原理和假设检验的应用	3	null	[]	['其他']
4229	4229	[]	实际问题中导数的意义	3	null	[]	['其他']
4230	4230	[]	实际问题的最值	3	null	[]	['其他']
4231	4231	[]	对勾函数	3	null	[]	['其他']
4232	4232	[]	对数值大小的比较	3	null	[]	['其他']
4233	4233	[]	对数函数、指数函数与幂函数的增长差异	3	null	[]	['其他']
4234	4234	[]	对数函数、指数函数与幂函数的衰减差异	3	null	[]	['其他']
4235	4235	[]	对数函数图象与性质的综合应用	3	null	[]	['其他']
4236	4236	[]	对数函数的值域与最值	3	null	[]	['其他']
4237	4237	[]	对数函数的单调区间	3	null	[]	['其他']
4238	4238	[]	对数函数的单调性与特殊点	3	null	[]	['其他']
4239	4239	[]	对数函数的定义域	3	null	[]	['其他']
4240	4240	[]	对称与群	3	null	[]	['其他']
4241	4241	[]	对称变换乘法的性质	3	null	[]	['其他']
4242	4242	[]	对称变换合成的封闭性	3	null	[]	['其他']
4243	4243	[]	对称变换合成的概念	3	null	[]	['其他']
4244	4244	[]	对称变换满足结合律	3	null	[]	['其他']
4245	4245	[]	对称变换的合成	3	null	[]	['其他']
4246	4246	[]	对称变换的定义	3	null	[]	['其他']
4247	4247	[]	对称变换的性质	3	null	[]	['其他']
4248	4248	[]	对称变换的逆变换	3	null	[]	['其他']
4249	4249	[]	对称密码体质的限制	3	null	[]	['其他']
4250	4250	[]	对称式和轮换对称式	3	null	[]	['其他']
4251	4251	[]	对顶三角形	3	null	[]	['其他']
4252	4252	[]	导数及其应用	3	null	[]	['其他']
4253	4253	[]	导数在最大值、最小值问题中的应用	3	null	[]	['其他']
4254	4254	[]	导数的乘法与除法法则	3	null	[]	['其他']
4255	4255	[]	导数的加法与减法法则	3	null	[]	['其他']
4256	4256	[]	导数的运算	3	null	[]	['其他']
4257	4257	[]	将简单的图形平移或旋转一定的度数	3	null	[]	['其他']
4258	4258	[]	小数、分数和百分数之间的关系	3	null	[]	['其他']
4259	4259	[]	小数、分数和百分数之间的关系及其转化	3	null	[]	['其他']
4261	4261	[]	小数乘法	3	null	[]	['其他']
4262	4262	[]	小数大小的比较	3	null	[]	['其他']
4263	4263	[]	小数点位置的移动与小数大小的变化规律	3	null	[]	['其他']
4264	4264	[]	小数的加法和减法	3	null	[]	['其他']
4265	4265	[]	小数的四则混合运算及应用	3	null	[]	['其他']
4266	4266	[]	小数的巧算	3	null	[]	['其他']
4267	4267	[]	小数的性质及改写	3	null	[]	['其他']
4268	4268	[]	小数的读写、意义及分类	3	null	[]	['其他']
4269	4269	[]	小数除法	3	null	[]	['其他']
4270	4270	[]	尺规作图方法作正十七边形	3	null	[]	['其他']
4271	4271	[]	尺规作图的方法不能三等分60°角的证明	3	null	[]	['其他']
4272	4272	[]	尺规作图的范围	3	null	[]	['其他']
4273	4273	[]	尺规作图能作哪些新的实数	3	null	[]	['其他']
4275	4275	[]	工程问题	3	null	[]	['其他']
4276	4276	[]	巧算分数和	3	null	[]	['其他']
4277	4277	[]	巧算周长	3	null	[]	['其他']
4278	4278	[]	差不变原理	3	null	[]	['其他']
4279	4279	[]	差倍问题	3	null	[]	['其他']
4280	4280	[]	差分与数列图象的凹凸关系	3	null	[]	['其他']
4281	4281	[]	差分与数列的极值关系	3	null	[]	['其他']
4282	4282	[]	差分方程在实际中的应用	3	null	[]	['其他']
4283	4283	[]	差分方程组在实际中的应用	3	null	[]	['其他']
4284	4284	[]	差分表的性质	3	null	[]	['其他']
4285	4285	[]	已知三角函数模型的应用问题	3	null	[]	['其他']
4287	4287	[]	带分数与假分数的互化	3	null	[]	['其他']
4288	4288	[]	带绝对值的函数	3	null	[]	['其他']
4289	4289	[]	常用逻辑用语	3	null	[]	['其他']
4290	4290	[]	常见的量	3	null	[]	['其他']
4291	4291	[]	幂函数图象及其与指数的关系	3	null	[]	['其他']
4292	4292	[]	幂函数的单调性、奇偶性及其应用	3	null	[]	['其他']
4293	4293	[]	幂函数的图像	3	null	[]	['其他']
4294	4294	[]	幂函数的性质	3	null	[]	['其他']
4295	4295	[]	平均值不等式在函数极值中的应用	3	null	[]	['其他']
4297	4297	[]	平均数、中位数、众数的异同及运用	3	null	[]	['其他']
4298	4298	[]	平均数的意义和求解方法	3	null	[]	['其他']
4299	4299	[]	平均数问题	3	null	[]	['其他']
4300	4300	[]	平年、闰年的判断方法	3	null	[]	['其他']
4301	4301	[]	平移的定义	3	null	[]	['其他']
4302	4302	[]	平稳准则的应用案例	3	null	[]	['其他']
4303	4303	[]	平稳分布与马尔可夫型决策的长期准则	3	null	[]	['其他']
4306	4306	[]	平行四边形的特征及性质	3	null	[]	['其他']
4307	4307	[]	平行四边形的面积	3	null	[]	['其他']
4308	4308	[]	平行截割定理	3	null	[]	['其他']
4311	4311	[]	平面几何与立体几何	3	null	[]	['其他']
4312	4312	[]	平面凸集、凸包及应用	3	null	[]	['其他']
4314	4314	[]	平面向量共线（平行）的坐标表示	3	null	[]	['其他']
4315	4315	[]	平面向量坐标表示的应用	3	null	[]	['其他']
4316	4316	[]	平面向量数量积坐标表示的应用	3	null	[]	['其他']
4317	4317	[]	平面向量数量积的坐标表示、模、夹角	3	null	[]	['其他']
4318	4318	[]	平面向量数量积的运算	3	null	[]	['其他']
4319	4319	[]	平面向量的综合题	3	null	[]	['其他']
4320	4320	[]	平面图形的分类及识别	3	null	[]	['其他']
4322	4322	[]	平面拓扑变换	3	null	[]	['其他']
4323	4323	[]	平面的基本性质及推论	3	null	['平面的基本性质与推论']	['初中一年级']
4324	4324	[]	平面直角坐标系的定义	3	null	[]	['其他']
4325	4325	[]	平面解析几何	3	null	[]	['其他']
4327	4327	[]	年、月、日及其关系、单位换算与计算	3	null	[]	['其他']
4328	4328	[]	年龄问题	3	null	[]	['其他']
4329	4329	[]	并集及其运算	3	null	[]	['其他']
4330	4330	[]	幻方	3	null	[]	['其他']
4331	4331	[]	应用比例尺画图	3	null	[]	['其他']
4334	4334	[]	康托的集合论──对无限的思考	3	null	[]	['其他']
4335	4335	[]	建立RSA系统的要素	3	null	[]	['其他']
4336	4336	[]	开关电路与布尔代数	3	null	[]	['其他']
4337	4337	[]	式与方程	3	null	[]	['其他']
4338	4338	[]	弦切互化	3	null	[]	['其他']
4339	4339	[]	弧度制的应用	3	null	[]	['其他']
4340	4340	[]	归一、归总加条件的三步应用题	3	null	[]	['其他']
4341	4341	[]	归一归总问题	3	null	[]	['其他']
4342	4342	[]	待定系数法求二次函数的解析式	3	null	['待定系数法求二次函数解析式']	['其他']
4343	4343	[]	待定系数法求反比例函数的解析式	3	null	['待定系数法求反比例函数解析式']	['其他']
4344	4344	[]	待定系数法求直线方程	3	null	[]	['其他']
4345	4345	[]	待定考点	3	null	[]	['其他']
4346	4346	[]	循环小数与分数	3	null	[]	['其他']
4347	4347	[]	循环小数及其分类	3	null	[]	['其他']
4348	4348	[]	微积分的产生──划时代的成就	3	null	[]	['其他']
4349	4349	[]	必要条件、充分条件与充要条件的判断	3	null	[]	['其他']
4350	4350	[]	思考与推理	3	null	[]	['其他']
4351	4351	[]	恒过定点的直线	3	null	[]	['其他']
4353	4353	[]	截面及其作法	3	null	[]	['其他']
4354	4354	[]	扇形的认识	3	null	[]	['其他']
4355	4355	[]	扇形的面积	3	null	[]	['其他']
4357	4357	[]	托勒密定理	3	null	[]	['其他']
4358	4358	[]	扩域	3	null	[]	['其他']
4359	4359	[]	找一个数的倍数的方法	3	null	[]	['其他']
4360	4360	[]	找一个的因数的方法	3	null	[]	['其他']
4361	4361	[]	找次品	3	null	[]	['其他']
4362	4362	[]	找规律	3	null	[]	['其他']
4363	4363	[]	投影与视图	3	null	[]	['其他']
4364	4364	[]	折扣问题	3	null	[]	['其他']
4365	4365	[]	抛物线的定义	3	null	[]	['其他']
4366	4366	[]	抛物线的标准方程	3	null	[]	['其他']
4367	4367	[]	抛物运动轨迹的参数方程	3	null	[]	['其他']
4368	4368	[]	抽屉原理	3	null	[]	['其他']
4370	4370	[]	抽象函数及其应用	3	null	[]	['其他']
4371	4371	[]	抽象群的概念	3	null	[]	['其他']
4372	4372	[]	拆项、添项、配方、待定系数法	3	null	[]	['其他']
4373	4373	[]	拉丁方	3	null	[]	['其他']
4374	4374	[]	拉丁方设计	3	null	[]	['其他']
4375	4375	[]	拓展提高	3	null	[]	['其他']
4376	4376	[]	拓扑不变量	3	null	[]	['其他']
4377	4377	[]	拓扑变换的直观含义	3	null	[]	['其他']
4378	4378	[]	指数函数单调性的应用	3	null	[]	['其他']
4379	4379	[]	指数函数的单调性与特殊点	3	null	[]	['其他']
4380	4380	[]	指数函数的图像变换	3	null	[]	['其他']
4381	4381	[]	指数函数的实际应用	3	null	[]	['其他']
4382	4382	[]	指数函数综合题	3	null	[]	['其他']
4383	4383	[]	指数式与对数式的互化	3	null	[]	['其他']
4384	4384	[]	按比例分配	3	null	[]	['其他']
4385	4385	[]	按比例分配应用题	3	null	[]	['其他']
4386	4386	[]	损益函数	3	null	[]	['其他']
4387	4387	[]	损益矩阵	3	null	[]	['其他']
4388	4388	[]	排列、组合及简单计数问题	3	null	[]	['其他']
4389	4389	[]	排列、组合的实际应用	3	null	[]	['其他']
4390	4390	[]	排列与组合	3	null	[]	['其他']
4391	4391	[]	排列与组合的综合	3	null	[]	['其他']
4392	4392	[]	排列与组合问题	3	null	[]	['其他']
4393	4393	[]	排列数公式的推导	3	null	[]	['其他']
4394	4394	[]	排列组合与概率统计	3	null	[]	['其他']
4395	4395	[]	排序不等式及应用	3	null	[]	['其他']
4396	4396	[]	排队论问题	3	null	[]	['其他']
4397	4397	[]	探索某些实物体积的测量方法	3	null	[]	['其他']
4398	4398	[]	探索规律	3	null	['探究规律']	['其他']
4399	4399	[]	探索规律——数字与图形的变化	3	null	[]	['其他']
4400	4400	[]	推理与证明	3	null	['推理与论证']	['其他']
4402	4402	[]	握手问题	3	null	[]	['其他']
4403	4403	[]	摆线在刻画行星运动轨道中的作用	3	null	[]	['其他']
4404	4404	[]	摆线在实际中应用的实例	3	null	[]	['其他']
4405	4405	[]	收集数据的方法	3	null	[]	['其他']
4406	4406	[]	数一数	3	null	[]	['其他']
4407	4407	[]	数与代数	3	null	[]	['其他']
4408	4408	[]	数与式	3	null	[]	['其他']
4409	4409	[]	数与形结合的规律	3	null	[]	['其他']
4410	4410	[]	数位顺序表	3	null	[]	['其他']
4411	4411	[]	数列与三角函数的综合	3	null	[]	['其他']
4412	4412	[]	数列与不等式的综合	3	null	[]	['其他']
4413	4413	[]	数列与函数的综合	3	null	[]	['其他']
4414	4414	[]	数列与向量的综合	3	null	[]	['其他']
4415	4415	[]	数列与差分	3	null	[]	['其他']
4416	4416	[]	数列与立体几何的综合	3	null	[]	['其他']
4417	4417	[]	数列与解析几何的综合	3	null	[]	['其他']
4418	4418	[]	数列中的规律	3	null	[]	['其他']
4419	4419	[]	数列分组	3	null	[]	['其他']
4420	4420	[]	数列差分的概念	3	null	[]	['其他']
4421	4421	[]	数列的求和	3	null	[]	['其他']
4422	4422	[]	数列递推式	3	null	[]	['其他']
4423	4423	[]	数字串问题	3	null	[]	['其他']
4424	4424	[]	数字分组	3	null	[]	['其他']
4425	4425	[]	数字和问题	3	null	[]	['其他']
4426	4426	[]	数字编码	3	null	[]	['其他']
4427	4427	[]	数字问题	3	null	[]	['其他']
4428	4428	[]	数学史	3	null	[]	['其他']
4429	4429	[]	数学知识延伸	3	null	[]	['其他']
4430	4430	[]	数学竞赛	3	null	[]	['其他']
4431	4431	[]	数对与位置	3	null	[]	['其他']
4433	4433	[]	数据整理与收集	3	null	[]	['其他']
4434	4434	[]	数数与比多少	3	null	[]	['其他']
4435	4435	[]	数的估算	3	null	[]	['其他']
4436	4436	[]	数的十进制	3	null	[]	['其他']
4437	4437	[]	数的整除特征	3	null	[]	['其他']
4438	4438	[]	数的认识	3	null	[]	['其他']
4439	4439	[]	数的运算	3	null	[]	['其他']
4440	4440	[]	数系的扩充与复数	3	null	[]	['其他']
4441	4441	[]	数表中的规律	3	null	[]	['其他']
4442	4442	[]	数论	3	null	[]	['其他']
4443	4443	[]	数轴的认识	3	null	[]	['其他']
4444	4444	[]	数量积判断两个平面向量的垂直关系	3	null	[]	['其他']
4445	4445	[]	数量积的坐标表达式	3	null	[]	['其他']
4446	4446	[]	数量积表示两个向量的夹角	3	null	[]	['其他']
4447	4447	[]	数阵图中找规律的问题	3	null	[]	['其他']
4448	4448	[]	整十或整百数的加减法	3	null	[]	['其他']
4449	4449	[]	整十数加一位数及相应减法	3	null	[]	['其他']
4450	4450	[]	整十数加减整十数	3	null	[]	['其他']
4451	4451	[]	整千整百数的加减法	3	null	[]	['其他']
4452	4452	[]	整式函数的最值	3	null	[]	['其他']
4453	4453	[]	整式加减运算法则	3	null	[]	['其他']
4454	4454	[]	整式化简求值	3	null	[]	['其他']
4455	4455	[]	整式的性质	3	null	[]	['其他']
4456	4456	[]	整式的等式证明	3	null	[]	['其他']
4457	4457	[]	整数、假分数和带分数的互化	3	null	[]	['其他']
4458	4458	[]	整数、分数、小数、百分数四则混合运算	3	null	[]	['其他']
4459	4459	[]	整数、小数复合应用题	3	null	[]	['其他']
4460	4460	[]	整数四则混合运算	3	null	[]	['其他']
4461	4461	[]	整数大小的比较	3	null	[]	['其他']
4462	4462	[]	整数的乘法及应用	3	null	[]	['其他']
4463	4463	[]	整数的乘除混合计算及应用	3	null	[]	['其他']
4464	4464	[]	整数的加法和减法	3	null	[]	['其他']
4465	4465	[]	整数的四则混合运算及应用题	3	null	[]	['其他']
4466	4466	[]	整数的改写和近似数	3	null	[]	['其他']
4467	4467	[]	整数的裂项与拆分	3	null	[]	['其他']
4468	4468	[]	整数的认识	3	null	[]	['其他']
4469	4469	[]	整数的读法和写法	3	null	[]	['其他']
4470	4470	[]	整数的除法及应用	3	null	[]	['其他']
4471	4471	[]	整数问题	3	null	[]	['其他']
4472	4472	[]	整数问题的综合运用	3	null	[]	['其他']
4473	4473	[]	整系数多项式的有理根	3	null	[]	['其他']
4474	4474	[]	整除性质	3	null	[]	['其他']
4475	4475	[]	整除的基本性质	3	null	[]	['其他']
4476	4476	[]	整除的定义	3	null	[]	['其他']
4477	4477	[]	整除的性质及应用	3	null	[]	['其他']
4478	4478	[]	斜二测法画直观图	3	null	[]	['其他']
4479	4479	[]	斜截式与一次函数的关系	3	null	[]	['其他']
4480	4480	[]	斜率的计算公式	3	null	[]	['其他']
4481	4481	[]	方向	3	null	[]	['其他']
4482	4482	[]	方向与路线（方向角）	3	null	[]	['其他']
4483	4483	[]	方根与根式及根式的化简运算	3	null	[]	['其他']
4484	4484	[]	方程与不等式	3	null	[]	['其他']
4485	4485	[]	方程与等式的关系	3	null	[]	['其他']
4486	4486	[]	方程的意义	3	null	[]	['其他']
4487	4487	[]	方程的解与相应的齐次方程通解的关系	3	null	[]	['其他']
4488	4488	[]	方程的解与解方程	3	null	[]	['其他']
4489	4489	[]	方程需要满足的条件	3	null	[]	['其他']
4490	4490	[]	方阵问题	3	null	[]	['其他']
4491	4491	[]	旋转体（圆柱、圆锥、圆台）	3	null	[]	['其他']
4492	4492	[]	旋转的定义	3	null	[]	['其他']
4493	4493	[]	无理函数的最值	3	null	[]	['其他']
4494	4494	[]	无理数与实数	3	null	[]	['其他']
4496	4496	[]	无穷递降法	3	null	[]	['其他']
4497	4497	[]	日期和时间的推算	3	null	[]	['其他']
4498	4498	[]	早期算术与几何──计数与测量	3	null	[]	['其他']
4499	4499	[]	时、分、秒及其关系、单位换算与计算	3	null	[]	['其他']
4500	4500	[]	时间与钟面	3	null	[]	['其他']
4501	4501	[]	时间的计算	3	null	[]	['其他']
4502	4502	[]	晶体分类定理	3	null	[]	['其他']
4503	4503	[]	智力问题	3	null	[]	['其他']
4504	4504	[]	曲线、闭曲面的分类	3	null	[]	['其他']
4505	4505	[]	曲面三角剖分的概念	3	null	[]	['其他']
4506	4506	[]	最优化问题	3	null	[]	['其他']
4507	4507	[]	最佳方法问题	3	null	[]	['其他']
4508	4508	[]	最大与最小	3	null	[]	['其他']
4509	4509	[]	最大公因子（GCD)	3	null	[]	['其他']
4510	4510	[]	最小公倍数与算术基本定理的应用	3	null	[]	['其他']
4511	4511	[]	最小公倍数（LCM)	3	null	[]	['其他']
4512	4512	[]	最短线路问题	3	null	[]	['其他']
4513	4513	[]	有余数的除法	3	null	[]	['其他']
4514	4514	[]	有余数的除法应用题	3	null	[]	['其他']
4515	4515	[]	有关0,1的计算	3	null	[]	['其他']
4516	4516	[]	有关圆的应用题	3	null	[]	['其他']
4517	4517	[]	有关计划与实际比较的三步应用题	3	null	[]	['其他']
4518	4518	[]	有理数减法法则	3	null	[]	['其他']
4519	4519	[]	有理数指数幂的化简求值	3	null	[]	['其他']
4520	4520	[]	有理数指数幂的运算性质	3	null	[]	['其他']
4521	4521	[]	有理数无理数的概念与运算	3	null	[]	['其他']
4524	4524	[]	有理数的大小比较	3	null	['有理数大小比较']	['其他']
4525	4525	[]	有理数的性质	3	null	[]	['其他']
4526	4526	[]	有重复元素的排列与组合	3	null	[]	['其他']
4527	4527	[]	极坐标系和平面直角坐标的区别	3	null	[]	['其他']
4528	4528	[]	构造较为复杂群的方法──直积	3	null	[]	['其他']
4529	4529	[]	染色问题	3	null	[]	['其他']
4530	4530	[]	柯西不等式	3	null	[]	['其他']
4531	4531	[]	柯西不等式在函数极值中的应用	3	null	[]	['其他']
4532	4532	[]	柯西不等式的几何意义	3	null	[]	['其他']
4533	4533	[]	根式与分数指数幂的互化及其化简运算	3	null	[]	['其他']
4534	4534	[]	根据实际问题选择函数类型	3	null	[]	['其他']
4535	4535	[]	根据情景选择合适的计量单位	3	null	[]	['其他']
4536	4536	[]	根据方向和距离确定物体的位置	3	null	[]	['其他']
4537	4537	[]	根的存在性及根的个数判断	3	null	[]	['其他']
4538	4538	[]	格点及其性质	3	null	[]	['其他']
4539	4539	[]	格点面积（毕克定理）	3	null	[]	['其他']
4540	4540	[]	梅涅劳斯定理与赛瓦定理	3	null	[]	['其他']
4541	4541	[]	梯形中位线定理的证明	3	null	[]	['其他']
4542	4542	[]	梯形的周长	3	null	[]	['其他']
4543	4543	[]	梯形的定义	3	null	[]	['其他']
4544	4544	[]	梯形的特征及分类	3	null	[]	['其他']
4545	4545	[]	梯形的面积	3	null	[]	['其他']
4546	4546	[]	棣莫弗定理	3	null	[]	['其他']
4547	4547	[]	棱台的结构特征	3	null	[]	['其他']
4548	4548	[]	棱柱、棱锥、棱台的体积	3	null	[]	['其他']
4549	4549	[]	棱柱、棱锥、棱台的侧面积和表面积	3	null	[]	['其他']
4550	4550	[]	棱柱的结构特征	3	null	[]	['其他']
4551	4551	[]	棱锥的结构特征	3	null	[]	['其他']
4552	4552	[]	植树问题	3	null	[]	['其他']
4553	4553	[]	椭圆的定义	3	null	[]	['其他']
4554	4554	[]	椭圆的标准方程	3	null	[]	['其他']
4557	4557	[]	概率与函数的综合	3	null	[]	['其他']
4560	4560	[]	概率的认识	3	null	[]	['其他']
4561	4561	[]	横式与竖式的互换	3	null	[]	['其他']
4562	4562	[]	横式数字谜	3	null	[]	['其他']
4563	4563	[]	欧几里得除法	3	null	[]	['其他']
4566	4566	[]	欧拉公式与闭曲面分类	3	null	[]	['其他']
4567	4567	[]	欧拉公式的拓扑证明	3	null	[]	['其他']
4568	4568	[]	欧拉示性数的计算	3	null	[]	['其他']
4569	4569	[]	欧氏平面几何	3	null	[]	['其他']
4570	4570	[]	正、反比例	3	null	[]	['其他']
4571	4571	[]	正、反比例应用题	3	null	[]	['其他']
4572	4572	[]	正、负数大小的比较	3	null	[]	['其他']
4573	4573	[]	正、负数的运算	3	null	[]	['其他']
4574	4574	[]	正交试验的应用	3	null	[]	['其他']
4575	4575	[]	正切函数的值域	3	null	[]	['其他']
4576	4576	[]	正切函数的单调性	3	null	[]	['其他']
4577	4577	[]	正切函数的周期性	3	null	[]	['其他']
4578	4578	[]	正切函数的图象	3	null	[]	['其他']
4579	4579	[]	正切函数的奇偶性与对称性	3	null	[]	['其他']
4580	4580	[]	正切函数的定义域	3	null	[]	['其他']
4581	4581	[]	正四面体的对称群	3	null	[]	['其他']
4582	4582	[]	正多边形的对称变换	3	null	[]	['其他']
4583	4583	[]	正弦函数的单调性	3	null	[]	['其他']
4584	4584	[]	正弦函数的图象	3	null	[]	['其他']
4585	4585	[]	正弦函数的奇偶性	3	null	[]	['其他']
4586	4586	[]	正弦函数的定义域和值域	3	null	[]	['其他']
4587	4587	[]	正弦函数的对称性	3	null	[]	['其他']
4588	4588	[]	正弦定理与余弦定理	3	null	[]	['其他']
4589	4589	[]	正弦定理的应用	3	null	[]	['其他']
4591	4591	[]	正整数指数函数	3	null	[]	['其他']
4592	4592	[]	正方体展开图	3	null	[]	['其他']
4593	4593	[]	正方体的特征	3	null	[]	['其他']
4594	4594	[]	正方形、长方形的认识	3	null	[]	['其他']
4595	4595	[]	正方形的周长	3	null	[]	['其他']
4596	4596	[]	正方形的特征及性质	3	null	[]	['其他']
4597	4597	[]	正方形的面积	3	null	[]	['其他']
4598	4598	[]	正比例和反比例的意义	3	null	[]	['其他']
4599	4599	[]	比一比	3	null	[]	['其他']
4600	4600	[]	比与分数、除法的关系	3	null	[]	['其他']
4601	4601	[]	比例尺应用题	3	null	[]	['其他']
4602	4602	[]	比例的应用	3	null	[]	['其他']
4603	4603	[]	比例的意义和基本性质	3	null	[]	['其他']
4604	4604	[]	比和比例	3	null	[]	['其他']
4605	4605	[]	比的应用	3	null	[]	['其他']
4606	4606	[]	比的性质	3	null	[]	['其他']
4607	4607	[]	比的意义	3	null	[]	['其他']
4608	4608	[]	比的读法、写法及各部分的名称	3	null	[]	['其他']
4609	4609	[]	比较大小	3	null	[]	['其他']
4610	4610	[]	求几个数最小公倍数的方法	3	null	[]	['其他']
4611	4611	[]	求几个数的最大公因数的方法	3	null	[]	['其他']
4612	4612	[]	求图的生成树的算法	3	null	[]	['其他']
4613	4613	[]	求对数函数解析式	3	null	[]	['其他']
4614	4614	[]	求概率——列表法和树状图法	3	null	[]	['其他']
4615	4615	[]	求比值和化简比	3	null	[]	['其他']
4616	4616	[]	沏茶问题	3	null	[]	['其他']
4617	4617	[]	流密码	3	null	[]	['其他']
4618	4618	[]	流水行船问题	3	null	[]	['其他']
4619	4619	[]	流程图的作用	3	null	[]	['其他']
4620	4620	[]	流程图的概念	3	null	[]	['其他']
4622	4622	[]	浓度问题	3	null	[]	['其他']
4623	4623	[]	游戏规则的公平性	3	null	['游戏公平性']	['其他']
4624	4624	[]	演绎推理的基本方法	3	null	[]	['其他']
4625	4625	[]	演绎推理的意义	3	null	[]	['其他']
4626	4626	[]	火柴棒问题	3	null	[]	['其他']
4627	4627	[]	点、线、面间的距离计算	3	null	[]	['其他']
4630	4630	[]	烙饼问题	3	null	[]	['其他']
4631	4631	[]	燕尾定理	3	null	[]	['其他']
